,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,fft,4,0.0,256,10,0.08536585365853659,0.0647065393421567,"(256,)","(656, 96000)","(164, 96000)"
1,fft,4,0.0,512,10,0.08536585365853659,0.051397331982438364,"(512,)","(656, 96000)","(164, 96000)"
2,fft,4,0.0,1024,10,0.17682926829268292,0.13742596848460886,"(1024,)","(656, 96000)","(164, 96000)"
3,fft,4,0.0,2048,10,0.20121951219512194,0.1635418670565452,"(2048,)","(656, 96000)","(164, 96000)"
4,fft,4,0.25,256,10,0.03048780487804878,0.01804110369104933,"(256,)","(656, 96000)","(164, 96000)"
