,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,stft,4,0.0,512,10,0.3475609756097561,0.29879927090453406,"(257, 751)","(656, 96000)","(164, 96000)"
1,stft,4,0.0,1024,10,0.3597560975609756,0.31258373205741624,"(513, 376)","(656, 96000)","(164, 96000)"
2,stft,4,0.0,2048,10,0.38414634146341464,0.3412781954887218,"(1025, 188)","(656, 96000)","(164, 96000)"
