feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size,algorithm
lpc,1,0.0,2048,0,0.2074074074074074,0.19828357285995413,"(2049,)","(2696, 24000)","(675, 24000)",cnn
