feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size,algorithm
stft,2,0.0,256,0,0.03793103448275862,0.0293765011487051,"(129, 751)","(1157, 48000)","(290, 48000)",knn
stft,2,0.0,512,0,0.03793103448275862,0.02886485042735042,"(257, 376)","(1157, 48000)","(290, 48000)",knn
stft,2,0.0,1024,0,0.041379310344827586,0.032064925814925815,"(513, 188)","(1157, 48000)","(290, 48000)",knn
stft,2,0.0,2048,0,0.041379310344827586,0.027786044973544973,"(1025, 94)","(1157, 48000)","(290, 48000)",knn
