feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size,algorithm
lpc,2,0.0,256,0,0.23103448275862068,0.1914932868057868,"(257,)","(1157, 48000)","(290, 48000)",knn
lpc,2,0.0,512,0,0.1413793103448276,0.1071018454871009,"(513,)","(1157, 48000)","(290, 48000)",knn
lpc,2,0.0,1024,0,0.11379310344827587,0.09235170592078486,"(1025,)","(1157, 48000)","(290, 48000)",knn
lpc,2,0.0,2048,0,0.10000000000000002,0.08209176391241609,"(2049,)","(1157, 48000)","(290, 48000)",knn
