,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,lpc,1,0.0,256,5,0.4177777777777778,0.4093116249374312,"(257,)","(2696, 24000)","(675, 24000)"
1,lpc,1,0.0,512,5,0.3674074074074074,0.3503473998894185,"(513,)","(2696, 24000)","(675, 24000)"
2,lpc,1,0.0,1024,5,0.34074074074074073,0.32327865841780906,"(1025,)","(2696, 24000)","(675, 24000)"
3,lpc,1,0.0,2048,5,0.3022222222222222,0.28821038965090223,"(2049,)","(2696, 24000)","(675, 24000)"
4,lpc,1,0.25,256,5,0.23703703703703705,0.2352241784436421,"(257,)","(2696, 24000)","(675, 24000)"
5,lpc,1,0.25,512,5,0.20592592592592593,0.19803636558730217,"(513,)","(2696, 24000)","(675, 24000)"
6,lpc,1,0.25,1024,5,0.21185185185185185,0.1819804276420589,"(1025,)","(2696, 24000)","(675, 24000)"
7,lpc,1,0.25,2048,5,0.1985185185185185,0.1630558850352594,"(2049,)","(2696, 24000)","(675, 24000)"
8,lpc,1,0.5,256,5,0.22814814814814813,0.2137609936344301,"(257,)","(2696, 24000)","(675, 24000)"
9,lpc,1,0.5,512,5,0.18666666666666668,0.1659631201480861,"(513,)","(2696, 24000)","(675, 24000)"
10,lpc,1,0.5,1024,5,0.1940740740740741,0.1664101057437625,"(1025,)","(2696, 24000)","(675, 24000)"
11,lpc,1,0.5,2048,5,0.17629629629629628,0.14319419002455921,"(2049,)","(2696, 24000)","(675, 24000)"
12,lpc,1,1.0,256,5,0.19555555555555557,0.17984826039820143,"(257,)","(2696, 24000)","(675, 24000)"
13,lpc,1,1.0,512,5,0.1674074074074074,0.1504358435309985,"(513,)","(2696, 24000)","(675, 24000)"
14,lpc,1,1.0,1024,5,0.16444444444444445,0.14961532576072,"(1025,)","(2696, 24000)","(675, 24000)"
15,lpc,1,1.0,2048,5,0.1748148148148148,0.14800249023956205,"(2049,)","(2696, 24000)","(675, 24000)"
