,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,mfcc,2,0.0,10,5,0.7551724137931034,0.7385412619787619,"(10, 94)","(1157, 48000)","(290, 48000)"
1,mfcc,2,0.0,18,5,0.8862068965517241,0.8675880832130832,"(18, 94)","(1157, 48000)","(290, 48000)"
2,mfcc,2,0.0,26,5,0.9172413793103448,0.9037901334776336,"(26, 94)","(1157, 48000)","(290, 48000)"
3,mfcc,2,0.0,34,5,0.9,0.8881935194435195,"(34, 94)","(1157, 48000)","(290, 48000)"
4,mfcc,2,0.0,40,5,0.903448275862069,0.901799993987494,"(40, 94)","(1157, 48000)","(290, 48000)"
5,mfcc,2,0.25,10,5,0.4172413793103449,0.3917260401635401,"(10, 94)","(1157, 48000)","(290, 48000)"
6,mfcc,2,0.25,18,5,0.5862068965517241,0.5416412291412293,"(18, 94)","(1157, 48000)","(290, 48000)"
7,mfcc,2,0.25,26,5,0.6379310344827587,0.6112776967396533,"(26, 94)","(1157, 48000)","(290, 48000)"
8,mfcc,2,0.25,34,5,0.6689655172413793,0.6468844812594813,"(34, 94)","(1157, 48000)","(290, 48000)"
9,mfcc,2,0.25,40,5,0.6689655172413793,0.6515696398508899,"(40, 94)","(1157, 48000)","(290, 48000)"
10,mfcc,2,0.5,10,5,0.3310344827586207,0.2992929524179524,"(10, 94)","(1157, 48000)","(290, 48000)"
11,mfcc,2,0.5,18,5,0.46551724137931033,0.41821445337070334,"(18, 94)","(1157, 48000)","(290, 48000)"
12,mfcc,2,0.5,26,5,0.496551724137931,0.46177806961892714,"(26, 94)","(1157, 48000)","(290, 48000)"
13,mfcc,2,0.5,34,5,0.5517241379310345,0.5329514286775316,"(34, 94)","(1157, 48000)","(290, 48000)"
14,mfcc,2,0.5,40,5,0.5517241379310345,0.5343469490068755,"(40, 94)","(1157, 48000)","(290, 48000)"
15,mfcc,2,1.0,10,5,0.2517241379310345,0.21715292809042808,"(10, 94)","(1157, 48000)","(290, 48000)"
16,mfcc,2,1.0,18,5,0.3310344827586207,0.2853579822629535,"(18, 94)","(1157, 48000)","(290, 48000)"
17,mfcc,2,1.0,26,5,0.33448275862068966,0.29661579614025263,"(26, 94)","(1157, 48000)","(290, 48000)"
18,mfcc,2,1.0,34,5,0.38620689655172413,0.3637907335111283,"(34, 94)","(1157, 48000)","(290, 48000)"
19,mfcc,2,1.0,40,5,0.4206896551724138,0.3932914277486646,"(40, 94)","(1157, 48000)","(290, 48000)"
