,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,lpc,2,0.0,256,5,0.4413793103448276,0.41755848318348326,"(257,)","(1157, 48000)","(290, 48000)"
1,lpc,2,0.0,512,5,0.4103448275862069,0.37187922031672027,"(513,)","(1157, 48000)","(290, 48000)"
2,lpc,2,0.0,1024,5,0.33793103448275863,0.2971283720364603,"(1025,)","(1157, 48000)","(290, 48000)"
3,lpc,2,0.0,2048,5,0.23448275862068965,0.20760217791467792,"(2049,)","(1157, 48000)","(290, 48000)"
4,lpc,2,0.25,256,5,0.16206896551724137,0.13911235369568703,"(257,)","(1157, 48000)","(290, 48000)"
5,lpc,2,0.25,512,5,0.1896551724137931,0.16257064694564693,"(513,)","(1157, 48000)","(290, 48000)"
6,lpc,2,0.25,1024,5,0.16896551724137931,0.13899579155333633,"(1025,)","(1157, 48000)","(290, 48000)"
7,lpc,2,0.25,2048,5,0.15172413793103448,0.11419889586649497,"(2049,)","(1157, 48000)","(290, 48000)"
8,lpc,2,0.5,256,5,0.16551724137931034,0.15061096197738355,"(257,)","(1157, 48000)","(290, 48000)"
9,lpc,2,0.5,512,5,0.1310344827586207,0.11244324507192154,"(513,)","(1157, 48000)","(290, 48000)"
10,lpc,2,0.5,1024,5,0.12413793103448276,0.09333930528184044,"(1025,)","(1157, 48000)","(290, 48000)"
11,lpc,2,0.5,2048,5,0.1482758620689655,0.1097958665789548,"(2049,)","(1157, 48000)","(290, 48000)"
12,lpc,2,1.0,256,5,0.15862068965517243,0.13824673464619117,"(257,)","(1157, 48000)","(290, 48000)"
13,lpc,2,1.0,512,5,0.10689655172413794,0.08664153199089679,"(513,)","(1157, 48000)","(290, 48000)"
14,lpc,2,1.0,1024,5,0.08965517241379309,0.07147892616642616,"(1025,)","(1157, 48000)","(290, 48000)"
15,lpc,2,1.0,2048,5,0.11379310344827587,0.08137988657361028,"(2049,)","(1157, 48000)","(290, 48000)"
