,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,mfcc,3,0.0,10,5,0.7485029940119761,0.6920634920634922,"(10, 141)","(665, 72000)","(167, 72000)"
1,mfcc,3,0.0,18,5,0.8562874251497006,0.8141699735449736,"(18, 141)","(665, 72000)","(167, 72000)"
2,mfcc,3,0.0,26,5,0.8802395209580839,0.8580853174603175,"(26, 141)","(665, 72000)","(167, 72000)"
3,mfcc,3,0.0,34,5,0.8922155688622756,0.8714400183150183,"(34, 141)","(665, 72000)","(167, 72000)"
4,mfcc,3,0.0,40,5,0.8802395209580839,0.8677248677248678,"(40, 141)","(665, 72000)","(167, 72000)"
5,mfcc,3,0.25,10,5,0.5508982035928144,0.5063492063492063,"(10, 141)","(665, 72000)","(167, 72000)"
6,mfcc,3,0.25,18,5,0.7125748502994012,0.6792658730158729,"(18, 141)","(665, 72000)","(167, 72000)"
7,mfcc,3,0.25,26,5,0.7904191616766467,0.7708829365079365,"(26, 141)","(665, 72000)","(167, 72000)"
8,mfcc,3,0.25,34,5,0.8083832335329342,0.7848710317460318,"(34, 141)","(665, 72000)","(167, 72000)"
9,mfcc,3,0.25,40,5,0.8023952095808384,0.7822916666666667,"(40, 141)","(665, 72000)","(167, 72000)"
10,mfcc,3,0.5,10,5,0.4431137724550898,0.3559358465608466,"(10, 141)","(665, 72000)","(167, 72000)"
11,mfcc,3,0.5,18,5,0.6407185628742516,0.5932539682539683,"(18, 141)","(665, 72000)","(167, 72000)"
12,mfcc,3,0.5,26,5,0.688622754491018,0.6479181697931699,"(26, 141)","(665, 72000)","(167, 72000)"
13,mfcc,3,0.5,34,5,0.7425149700598802,0.6993055555555556,"(34, 141)","(665, 72000)","(167, 72000)"
14,mfcc,3,0.5,40,5,0.7365269461077845,0.6829861111111111,"(40, 141)","(665, 72000)","(167, 72000)"
15,mfcc,3,1.0,10,5,0.3473053892215569,0.2751322751322752,"(10, 141)","(665, 72000)","(167, 72000)"
16,mfcc,3,1.0,18,5,0.49700598802395207,0.4221560846560846,"(18, 141)","(665, 72000)","(167, 72000)"
17,mfcc,3,1.0,26,5,0.5688622754491018,0.5151131854256854,"(26, 141)","(665, 72000)","(167, 72000)"
18,mfcc,3,1.0,34,5,0.6167664670658682,0.5659556878306878,"(34, 141)","(665, 72000)","(167, 72000)"
19,mfcc,3,1.0,40,5,0.6107784431137725,0.5584325396825397,"(40, 141)","(665, 72000)","(167, 72000)"
