,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,fft,2,0.0,256,3,0.05862068965517241,0.04450321851637642,"(256,)","(1157, 48000)","(290, 48000)"
1,fft,2,0.0,512,3,0.06896551724137931,0.0637536075036075,"(512,)","(1157, 48000)","(290, 48000)"
2,fft,2,0.0,1024,3,0.13448275862068965,0.11705155377030375,"(1024,)","(1157, 48000)","(290, 48000)"
3,fft,2,0.0,2048,3,0.15172413793103448,0.13461495677599797,"(2048,)","(1157, 48000)","(290, 48000)"
4,fft,2,0.25,256,3,0.06551724137931035,0.0496378608810674,"(256,)","(1157, 48000)","(290, 48000)"
5,fft,2,0.25,512,3,0.06551724137931035,0.05758590367965368,"(512,)","(1157, 48000)","(290, 48000)"
6,fft,2,0.25,1024,3,0.11724137931034483,0.10564048220298221,"(1024,)","(1157, 48000)","(290, 48000)"
7,fft,2,0.25,2048,3,0.13793103448275862,0.11949638902763902,"(2048,)","(1157, 48000)","(290, 48000)"
8,fft,2,0.5,256,3,0.05172413793103448,0.03480030568846358,"(256,)","(1157, 48000)","(290, 48000)"
9,fft,2,0.5,512,3,0.05172413793103448,0.043737078893328896,"(512,)","(1157, 48000)","(290, 48000)"
10,fft,2,0.5,1024,3,0.11724137931034483,0.11347853535353536,"(1024,)","(1157, 48000)","(290, 48000)"
11,fft,2,0.5,2048,3,0.15172413793103448,0.13545243223552048,"(2048,)","(1157, 48000)","(290, 48000)"
12,fft,2,1.0,256,3,0.07931034482758621,0.060373803756156696,"(256,)","(1157, 48000)","(290, 48000)"
13,fft,2,1.0,512,3,0.06551724137931035,0.0566220238095238,"(512,)","(1157, 48000)","(290, 48000)"
