,feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size
0,lpc,1,0.0,256,3,0.41925925925925933,0.4106367983020783,"(257,)","(2696, 24000)","(675, 24000)"
1,lpc,1,0.0,512,3,0.3674074074074074,0.3503473998894185,"(513,)","(2696, 24000)","(675, 24000)"
2,lpc,1,0.0,1024,3,0.34074074074074073,0.32327865841780906,"(1025,)","(2696, 24000)","(675, 24000)"
3,lpc,1,0.0,2048,3,0.3022222222222222,0.28821038965090223,"(2049,)","(2696, 24000)","(675, 24000)"
4,lpc,1,0.25,256,3,0.24888888888888888,0.23526337532333882,"(257,)","(2696, 24000)","(675, 24000)"
5,lpc,1,0.25,512,3,0.22814814814814813,0.20053212043222324,"(513,)","(2696, 24000)","(675, 24000)"
6,lpc,1,0.25,1024,3,0.2103703703703704,0.17849774890471704,"(1025,)","(2696, 24000)","(675, 24000)"
7,lpc,1,0.25,2048,3,0.20296296296296298,0.16546945078698846,"(2049,)","(2696, 24000)","(675, 24000)"
8,lpc,1,0.5,256,3,0.22962962962962963,0.22503798015375676,"(257,)","(2696, 24000)","(675, 24000)"
9,lpc,1,0.5,512,3,0.20592592592592593,0.1718226738531079,"(513,)","(2696, 24000)","(675, 24000)"
10,lpc,1,0.5,1024,3,0.19111111111111112,0.1620701440900106,"(1025,)","(2696, 24000)","(675, 24000)"
11,lpc,1,0.5,2048,3,0.20000000000000004,0.16005019638700005,"(2049,)","(2696, 24000)","(675, 24000)"
12,lpc,1,1.0,256,3,0.2103703703703704,0.20259231196005578,"(257,)","(2696, 24000)","(675, 24000)"
13,lpc,1,1.0,512,3,0.15703703703703703,0.14622600586970377,"(513,)","(2696, 24000)","(675, 24000)"
14,lpc,1,1.0,1024,3,0.14814814814814814,0.1255801833489574,"(1025,)","(2696, 24000)","(675, 24000)"
15,lpc,1,1.0,2048,3,0.16,0.1320018422132578,"(2049,)","(2696, 24000)","(675, 24000)"
