feature,segment_time,noise_percentage,feature_coeff,augmentation,f1_micro,f1_macro,representation_size,train_size,test_size,algorithm
stft,3,0.0,2048,3,0.38323353293413176,0.3310267857142857,"(1025, 141)","(665, 72000)","(167, 72000)",mlp
stft,3,0.25,2048,3,0.2874251497005988,0.23044883357383358,"(1025, 141)","(665, 72000)","(167, 72000)",mlp
